"Naziv";"Woolf d.o.o."
"Adresa sjedišta";"Ograda 14, Vratišinec"
"OIB";"45374311169"
"Oblik prodajnog objekta";"Webshop"
"Oznaka prodajnog prostora";"160"
"Broj skladišta";"02"
"Datum cjenika";"20. 09. 2026."

"Naziv proizvoda";"Šifra";"Marka";"Jedinica mjere";"Cijena za jedinicu mjere (EUR)";"Maloprodajna cijena (EUR)";"Poseban oblik prodaje";"Naziv posebnog oblika prodaje";"Sidrena cijena – cijena na dan 10. 09. 2026. (EUR)";"Barkod";"Dostupnost";"Veličina";"Boja";"Kategorija";"Poveznica"
"NW NATIKAČE";"8940A_BLACKGREY-46";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"46";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12807/"
"NW NATIKAČE";"8940A_BLACKWHITE-41";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"41";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12808/"
"NW NATIKAČE";"8940A_BLACKWHITE-42";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"42";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12808/"
"NW NATIKAČE";"8940A_BLACKWHITE-43";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"43";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12808/"
"NW NATIKAČE";"8940A_BLACKWHITE-44";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"44";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12808/"
"NW NATIKAČE";"8940A_BLACKWHITE-45";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"45";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12808/"
"NW NATIKAČE";"8940A_BLACKWHITE-46";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"46";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12808/"
"NW NATIKAČE";"8940A_NAVYWHITE-41";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"41";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12809/"
"NW NATIKAČE";"8940A_NAVYWHITE-42";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"42";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12809/"
"NW NATIKAČE";"8940A_NAVYWHITE-43";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"43";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12809/"
"NW NATIKAČE";"8940A_NAVYWHITE-44";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"44";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12809/"
"NW NATIKAČE";"8940A_NAVYWHITE-45";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"45";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12809/"
"NW NATIKAČE";"8940A_NAVYWHITE-46";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"46";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12809/"
"NW NATIKAČE";"295685_GREEN-31";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Nedostupno";"31";"zelena";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7104/"
"NW NATIKAČE";"295685_GREEN-32";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Nedostupno";"32";"zelena";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7104/"
"NW NATIKAČE";"295685_GREEN-33";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"33";"zelena";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7104/"
"NW NATIKAČE";"295685_GREEN-34";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"34";"zelena";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7104/"
"NW NATIKAČE";"295685_GREEN-35";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"35";"zelena";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7104/"
"NW NATIKAČE";"295685_GREEN-36";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"36";"zelena";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7104/"
"NW NATIKAČE";"295685_GREEN-37";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"37";"zelena";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7104/"
"NW NATIKAČE";"295685_NAVY-31";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"31";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7103/"
"NW NATIKAČE";"295685_NAVY-32";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"32";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7103/"
"NW NATIKAČE";"295685_NAVY-33";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"33";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7103/"
"NW NATIKAČE";"295685_NAVY-34";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"34";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7103/"
"NW NATIKAČE";"295685_NAVY-35";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"35";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7103/"
"NW NATIKAČE";"295685_NAVY-36";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"36";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7103/"
"NW NATIKAČE";"295685_NAVY-37";"NW";"kom";"3,99";"3,99";"DA";"Akcija";"3,99";"";"Dostupno";"37";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7103/"
"NW NATIKAČE";"3502117_BORDO-36";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"36";"bordo";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-8762/"
"NW NATIKAČE";"3502117_BORDO-37";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Dostupno";"37";"bordo";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-8762/"
"NW NATIKAČE";"3502117_BORDO-38";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"38";"bordo";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-8762/"
"NW NATIKAČE";"3502117_BORDO-39";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"39";"bordo";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-8762/"
"NW NATIKAČE";"3502117_BORDO-40";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"40";"bordo";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-8762/"
"NW NATIKAČE";"3502117_BORDO-41";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"41";"bordo";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-8762/"
"NW NATIKAČE";"SFF_10_BLACK-40";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Dostupno";"40";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-11280/"
"NW NATIKAČE";"SFF_10_BLACK-41";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Dostupno";"41";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-11280/"
"NW NATIKAČE";"SFF_10_BLACK-42";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"42";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-11280/"
"NW NATIKAČE";"SFF_10_BLACK-43";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"43";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-11280/"
"NW NATIKAČE";"SFF_10_BLACK-44";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"44";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-11280/"
"NW NATIKAČE";"SFF_10_BLACK-45";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"45";"crna";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-11280/"
"NW NATIKAČE";"T057_BLACKROSE-36";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"36";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12803/"
"NW NATIKAČE";"T057_BLACKROSE-37";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"37";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12803/"
"NW NATIKAČE";"T057_BLACKROSE-38";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"38";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12803/"
"NW NATIKAČE";"T057_BLACKROSE-39";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"39";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12803/"
"NW NATIKAČE";"T057_BLACKROSE-40";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"40";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12803/"
"NW NATIKAČE";"T057_BLACKROSE-41";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"41";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12803/"
"NW NATIKAČE";"T057_BLACKWHITE-36";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"36";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12805/"
"NW NATIKAČE";"T057_BLACKWHITE-37";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"37";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12805/"
"NW NATIKAČE";"T057_BLACKWHITE-38";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"38";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12805/"
"NW NATIKAČE";"T057_BLACKWHITE-39";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"39";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12805/"
"NW NATIKAČE";"T057_BLACKWHITE-40";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"40";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12805/"
"NW NATIKAČE";"T057_BLACKWHITE-41";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"41";"crna";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12805/"
"NW NATIKAČE";"T057_NAVYBLUE-36";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"36";"plava";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12806/"
"NW NATIKAČE";"T057_NAVYBLUE-37";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"37";"plava";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12806/"
"NW NATIKAČE";"T057_NAVYBLUE-38";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"38";"plava";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12806/"
"NW NATIKAČE";"T057_NAVYBLUE-39";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"39";"plava";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12806/"
"NW NATIKAČE";"T057_NAVYBLUE-40";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"40";"plava";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12806/"
"NW NATIKAČE";"T057_NAVYBLUE-41";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"41";"plava";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12806/"
"NW NATIKAČE";"T057_ROSEPINK-36";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"36";"pink";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12804/"
"NW NATIKAČE";"T057_ROSEPINK-37";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"37";"pink";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12804/"
"NW NATIKAČE";"T057_ROSEPINK-38";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"38";"pink";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12804/"
"NW NATIKAČE";"T057_ROSEPINK-39";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"39";"pink";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12804/"
"NW NATIKAČE";"T057_ROSEPINK-40";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Nedostupno";"40";"pink";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12804/"
"NW NATIKAČE";"T057_ROSEPINK-41";"NW";"kom";"6,99";"6,99";"DA";"Akcija";"6,99";"";"Dostupno";"41";"pink";"Žensko - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-12804/"
"NW NATIKAČE";"WLF22_100_1NAVY-31";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Dostupno";"31";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9218/"
"NW NATIKAČE";"WLF22_100_1NAVY-32";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"32";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9218/"
"NW NATIKAČE";"WLF22_100_1NAVY-33";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"33";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9218/"
"NW NATIKAČE";"WLF22_100_1NAVY-34";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"34";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9218/"
"NW NATIKAČE";"WLF22_100_1NAVY-35";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"35";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9218/"
"NW NATIKAČE";"WLF22_100_1NAVY-36";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"36";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9218/"
"NW NATIKAČE";"WLF22_100_1NAVY-37";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"37";"plava";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9218/"
"NW NATIKAČE";"WLF22_100_2PINK-31";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Dostupno";"31";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9220/"
"NW NATIKAČE";"WLF22_100_2PINK-32";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"32";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9220/"
"NW NATIKAČE";"WLF22_100_2PINK-33";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"33";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9220/"
"NW NATIKAČE";"WLF22_100_2PINK-34";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"34";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9220/"
"NW NATIKAČE";"WLF22_100_2PINK-35";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"35";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9220/"
"NW NATIKAČE";"WLF22_100_2PINK-36";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"36";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9220/"
"NW NATIKAČE";"WLF22_100_2PINK-37";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"37";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9220/"
"NW NATIKAČE";"WLF22_100_BLACK-31";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Dostupno";"31";"bijela]]><![CDATA[crna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9224/"
"NW NATIKAČE";"WLF22_100_BLACK-32";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"32";"bijela]]><![CDATA[crna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9224/"
"NW NATIKAČE";"WLF22_100_BLACK-33";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"33";"bijela]]><![CDATA[crna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9224/"
"NW NATIKAČE";"WLF22_100_BLACK-34";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"34";"bijela]]><![CDATA[crna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9224/"
"NW NATIKAČE";"WLF22_100_BLACK-35";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"35";"bijela]]><![CDATA[crna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9224/"
"NW NATIKAČE";"WLF22_100_BLACK-36";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"36";"bijela]]><![CDATA[crna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9224/"
"NW NATIKAČE";"WLF22_100_BLACK-37";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"37";"bijela]]><![CDATA[crna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9224/"
"NW NATIKAČE";"WLF22_100_BLUE-31";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Dostupno";"31";"plava]]><![CDATA[zuta";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9223/"
"NW NATIKAČE";"WLF22_100_BLUE-32";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"32";"plava]]><![CDATA[zuta";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9223/"
"NW NATIKAČE";"WLF22_100_BLUE-33";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"33";"plava]]><![CDATA[zuta";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9223/"
"NW NATIKAČE";"WLF22_100_BLUE-34";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"34";"plava]]><![CDATA[zuta";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9223/"
"NW NATIKAČE";"WLF22_100_BLUE-35";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"35";"plava]]><![CDATA[zuta";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9223/"
"NW NATIKAČE";"WLF22_100_BLUE-36";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"36";"plava]]><![CDATA[zuta";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9223/"
"NW NATIKAČE";"WLF22_100_BLUE-37";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"37";"plava]]><![CDATA[zuta";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9223/"
"NW NATIKAČE";"WLF22_100_NAVY-31";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Dostupno";"31";"plava]]><![CDATA[cvjetna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9215/"
"NW NATIKAČE";"WLF22_100_NAVY-32";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"32";"plava]]><![CDATA[cvjetna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9215/"
"NW NATIKAČE";"WLF22_100_NAVY-33";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"33";"plava]]><![CDATA[cvjetna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9215/"
"NW NATIKAČE";"WLF22_100_NAVY-34";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"34";"plava]]><![CDATA[cvjetna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9215/"
"NW NATIKAČE";"WLF22_100_NAVY-35";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"35";"plava]]><![CDATA[cvjetna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9215/"
"NW NATIKAČE";"WLF22_100_NAVY-36";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"36";"plava]]><![CDATA[cvjetna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9215/"
"NW NATIKAČE";"WLF22_100_NAVY-37";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"37";"plava]]><![CDATA[cvjetna";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9215/"
"NW NATIKAČE";"WLF22_100_PINKY-31";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Dostupno";"31";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9214/"
"NW NATIKAČE";"WLF22_100_PINKY-32";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"32";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9214/"
"NW NATIKAČE";"WLF22_100_PINKY-33";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"33";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9214/"
"NW NATIKAČE";"WLF22_100_PINKY-34";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"34";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9214/"
"NW NATIKAČE";"WLF22_100_PINKY-35";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"35";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9214/"
"NW NATIKAČE";"WLF22_100_PINKY-36";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"36";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9214/"
"NW NATIKAČE";"WLF22_100_PINKY-37";"NW";"kom";"5,99";"5,99";"NE";"";"5,99";"";"Nedostupno";"37";"pink";"Dječje - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9214/"
"NW NATIKAČE";"WLF22_120_WHITE-37";"NW";"kom";"7,99";"7,99";"DA";"Akcija";"7,99";"";"Dostupno";"37";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7782/"
"NW NATIKAČE";"WLF22_120_WHITE-38";"NW";"kom";"7,99";"7,99";"DA";"Akcija";"7,99";"";"Nedostupno";"38";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7782/"
"NW NATIKAČE";"WLF22_120_WHITE-39";"NW";"kom";"7,99";"7,99";"DA";"Akcija";"7,99";"";"Nedostupno";"39";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7782/"
"NW NATIKAČE";"WLF22_120_WHITE-40";"NW";"kom";"7,99";"7,99";"DA";"Akcija";"7,99";"";"Nedostupno";"40";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7782/"
"NW NATIKAČE";"WLF22_120_WHITE-41";"NW";"kom";"7,99";"7,99";"DA";"Akcija";"7,99";"";"Nedostupno";"41";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-7782/"
"NW NATIKAČE";"WLFP031_WHITE-37";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"37";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9198/"
"NW NATIKAČE";"WLFP031_WHITE-38";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"38";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9198/"
"NW NATIKAČE";"WLFP031_WHITE-39";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"39";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9198/"
"NW NATIKAČE";"WLFP031_WHITE-40";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"40";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9198/"
"NW NATIKAČE";"WLFP031_WHITE-41";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Dostupno";"41";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9198/"
"NW NATIKAČE";"WLFP031_WHITE-42";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"42";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9198/"
"NW NATIKAČE";"WLFP031_WHITE-43";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"43";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9198/"
"NW NATIKAČE";"WLFP031_WHITE-44";"NW";"kom";"5,99";"5,99";"DA";"Akcija";"5,99";"";"Nedostupno";"44";"bijela";"Muško - Obuća - Natikače";"https://woolf.hr/natikace-proizvod-9198/"
